name,bioguide_id,party,state,chamber,composite_score,scale_score,concentration_score,personal_score,total_financial_exposure,financial_trades,financial_pac,financial_individual,trade_count,pac_count,individual_count,unified_hhi,dominant_sector,dominant_pct,net_worth_display,net_worth_midpoint,wealth_tier,net_worth_is_estimate,pac_banking,pac_insurance,pac_real_estate,pac_investment,pac_lending,pac_payments,pac_credit_unions,pac_private_equity,top_pac_1,top_pac_1_amount,top_pac_1_sector,top_pac_2,top_pac_2_amount,top_pac_2_sector,top_pac_3,top_pac_3_amount,top_pac_3_sector,top_employer_1,top_employer_1_amount,top_employer_1_sector,top_employer_2,top_employer_2_amount,top_employer_2_sector,hfsc_member,sbc_member
"Carbajal, Salud O.",C001112,D,California,house,18.1,45.3,0.0,0.0,77000.0,0,0,0,0,48,0,2318.4,insurance,36.7,$1M-$5M,3000000,$1M-$5M,Yes,9000.0,27500.0,23000.0,0,5000.0,0,9500.0,0,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),12500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,RAIN AND HAIL INSURANCE SOCIETY POLITICAL ACTION COMMITTEE,10000.0,insurance,,0,,,0,,No,No
"Horsford, Steven",H001066,D,Nevada,house,33.7,84.2,0.0,0.0,157000.0,0,0,92890.0,0,294,52,1818.2,insurance,34.6,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,76500.0,30000.0,20000.0,0,0,0,0,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,20000.0,investment,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,17000.0,insurance,LPL FINANCIAL LLC POLITICAL ACTION COMMITTEE (LPL PAC),15500.0,financial_services,BLACKSTONE,39800.0,private_equity,GOLDMAN SACHS,7600.0,investment_banking,No,No
"Schneider, Bradley Scott",S001190,D,Illinois,house,33.4,83.6,0.0,0.0,156000.0,0,0,52250.0,0,273,31,2039.7,insurance,39.1,$200M-$300M,250000000,$100M+,No,0,60000.0,15000.0,46000.0,0,15000.0,0,0,THRIVENT FINANCIAL FOR LUTHERANS POLITICAL ACTION COMMITTEE,20000.0,financial_services,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),16000.0,investment,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,BLACKSTONE,8600.0,private_equity,JPMORGAN CHASE,8400.0,banking,No,No
"Webster, Daniel",W000806,R,Florida,house,7.4,18.4,0.0,0.0,38507.0,0,0,7600.0,0,17,3,4123.5,real_estate,59.7,$5M-$15M,10000000,$5M-$25M,No,5000.0,3000.0,27507.0,2000.0,1000.0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,25007.0,real_estate,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,3000.0,banking,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,2500.0,real_estate,CHARLES SCHWAB CORPORATION,6600.0,investment,BANK OF AMERICA,1000.0,banking,No,No
"Case, Ed",C001055,D,Hawaii,house,50.0,34.8,80.0,40.2,65000.0,0,0,250.0,1,47,1,2584.9,insurance,38.7,$1M-$5M,3000000,$1M-$5M,Yes,16500.0,22500.0,15000.0,4500.0,0,0,0,0,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),16000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),12500.0,banking,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,BANK OF HAWAII,250.0,banking,,0,,No,No
"Min, Dave",M001241,D,California,house,36.7,12.8,65.0,40.3,30000.0,0,0,46622.0,2,27,40,2447.5,insurance,41.9,$150M-$300M,225000000,$100M+,No,1000.0,17500.0,11500.0,0,0,0,0,0,PROGRESSIVE TURNOUT PROJECT,11000.0,insurance,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE",5000.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,3000.0,real_estate,KAISER PERMANENTE,14350.0,insurance,MORGAN STANLEY,3800.0,investment_banking,No,No
"Hurd, Jeff",H001100,R,Colorado,house,9.0,22.5,0.0,0.0,44500.0,0,0,26150.0,0,16,16,2030.9,banking,27.0,$1M-$5M,3000000,$1M-$5M,Yes,4500.0,14500.0,14500.0,0,0,0,11000.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",11000.0,credit_unions,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),7500.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,7000.0,real_estate,TEXAS CAPITAL PARTNERS,13600.0,banking,BLACKSTONE,3300.0,private_equity,No,No
"Biggs, Andy",B001302,R,Arizona,house,1.5,3.7,0.0,0.0,13000.0,0,0,500.0,0,6,1,6982.2,real_estate,81.5,$1M-$5M,3000000,$1M-$5M,Yes,0,2000.0,11000.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,6000.0,real_estate,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),5000.0,real_estate,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,2000.0,insurance,FARMERS INSURANCE,500.0,insurance,,0,,No,No
"Khanna, Ro",K000389,D,California,house,80.2,99.8,34.3,100.0,13337731.0,13335231,0,280653.0,10874,1,149,1733.6,investment_banking,23.2,$25M-$75M,50000000,$25M-$100M,No,0,0,0,0,0,0,2500.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",2500.0,credit_unions,,0,,,0,,MORGAN STANLEY,42100.0,investment_banking,PAYPAL,22000.0,payments,No,No
"Comer, James",C001108,R,Kentucky,house,40.2,49.2,21.9,46.5,83004.0,4004,0,28655.0,39,38,114,1504.1,real_estate,21.1,$10M-$25M,17500000,$5M-$25M,No,17500.0,7500.0,24000.0,5000.0,12500.0,0,10000.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),14000.0,real_estate,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,12500.0,lending,CHARLES SCHWAB CORPORATION,9900.0,investment,BLACKSTONE,9900.0,private_equity,No,No
"Davidson, Warren",D000626,R,Ohio,house,28.2,70.6,0.0,0.0,121000.0,0,0,12650.0,0,197,7,2220.8,insurance,37.7,$1M-$5M,3000000,$1M-$5M,Yes,26500.0,32500.0,26000.0,10000.0,12500.0,0,13500.0,0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,WELLS FARGO AND COMPANY EMPLOYEES GOOD GOVERNMENT FEDERAL FUND II,14000.0,banking,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",13500.0,credit_unions,ROCKET MORTGAGE,9900.0,lending,LIBERTY MUTUAL INSURANCE,1000.0,insurance,Yes,No
"Kelly, Trent",K000388,R,Mississippi,house,29.3,73.2,0.0,0.0,129000.0,0,0,100.0,0,60,1,2446.6,banking,38.2,$1M-$5M,3000000,$1M-$5M,Yes,46000.0,26000.0,18500.0,0,23500.0,0,15000.0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,23500.0,lending,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),16000.0,banking,"FAIRBANKS MORSE, LLC POLITICAL ACTION COMMITTEE",15000.0,banking,STATE FARM INSURANCE,100.0,insurance,,0,,No,No
"Grothman, Glenn",G000576,R,Wisconsin,house,15.1,37.8,0.0,0.0,69000.0,0,0,12900.0,0,41,10,2865.7,insurance,45.3,$1M-$5M,3000000,$1M-$5M,Yes,6500.0,22500.0,22000.0,6500.0,4500.0,0,7000.0,0,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),14000.0,real_estate,THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE (NMPAC),13000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,8000.0,real_estate,NORTHWESTERN MUTUAL,10900.0,insurance,CHARLES SCHWAB,1000.0,investment,No,No
"Newhouse, Dan",N000189,R,Washington,house,58.8,87.7,18.4,60.8,171631.0,14014,0,21200.0,125,59,10,2512.3,real_estate,37.2,$5M-$10M,7500000,$5M-$25M,No,10000.0,49000.0,71117.0,0,12000.0,0,15500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,57617.0,real_estate,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),15500.0,insurance,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",15500.0,credit_unions,CHARLES SCHWAB CORPORATION,6600.0,investment,CITADEL,6600.0,investment,No,No
"Plaskett, Stacey E.",P000610,D,Virgin Islands,house,18.0,45.1,0.0,0.0,76500.0,0,0,0,0,61,0,2969.0,insurance,47.5,$1M-$5M,3000000,$1M-$5M,Yes,7000.0,35500.0,27500.0,6500.0,0,0,0,0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,10500.0,insurance,PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC),10000.0,insurance,,0,,,0,,No,No
"Beyer, Donald S.",B001292,D,Virginia,house,24.3,60.7,0.0,0.0,103000.0,0,0,6550.0,0,85,12,2130.5,insurance,34.1,$1M-$5M,3000000,$1M-$5M,Yes,7500.0,28500.0,34500.0,20000.0,0,0,12500.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",12500.0,credit_unions,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE",12500.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,SUNTRUST,3300.0,banking,REINSURANCE ASSOCIATION OF AMERICA,1000.0,insurance,No,No
"Babin, Brian",B001291,R,Texas,house,8.3,20.7,0.0,0.0,42000.0,0,0,1000.0,0,25,2,2791.8,real_estate,43.2,$1M-$5M,3000000,$1M-$5M,Yes,7500.0,3000.0,19000.0,2500.0,0,0,10000.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",10000.0,credit_unions,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,8500.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,6000.0,real_estate,INTUITIVE MACHINES,1000.0,fintech,,0,,No,No
"Stefanik, Elise M.",S001196,R,New York,house,25.1,62.8,0.0,0.0,106000.0,0,0,36264.0,0,82,81,2274.3,insurance,42.1,$1M-$5M,3000000,$1M-$5M,Yes,10000.0,50000.0,36000.0,0,0,0,10000.0,0,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),15000.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,11000.0,real_estate,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),10000.0,insurance,APOLLO MANAGEMENT,10900.0,private_equity,GOLDMAN SACHS,9900.0,investment_banking,No,No
"Watson Coleman, Bonnie",W000822,D,New Jersey,house,4.5,11.2,0.0,0.0,27500.0,0,0,3750.0,0,16,12,3733.1,insurance,52.8,$1M-$5M,3000000,$1M-$5M,Yes,1000.0,13000.0,9000.0,0,2000.0,0,2500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,9000.0,real_estate,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,6000.0,insurance,PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC),3500.0,insurance,NEW YORK LIFE,2500.0,insurance,UNITEDHEALTH GROUP,500.0,insurance,No,No
"Rouzer, David",R000603,R,North Carolina,house,60.2,60.3,80.0,40.2,102500.0,0,0,26600.0,1,86,12,1954.7,banking,26.0,$150M-$300M,225000000,$100M+,No,32500.0,10000.0,39000.0,11000.0,10000.0,0,0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,11000.0,real_estate,CAPITAL MANAGEMENT,13200.0,investment,LIVE OAK BANK,6600.0,banking,No,No
"Emmer, Tom",E000294,R,Minnesota,house,35.5,88.6,0.0,0.0,178000.0,0,0,156128.0,0,297,123,1704.4,insurance,32.5,$1M-$5M,3000000,$1M-$5M,Yes,36000.0,73500.0,17500.0,16000.0,20000.0,15000.0,0,0,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),25000.0,insurance,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,20000.0,lending,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),20000.0,banking,APOLLO,29300.0,private_equity,GOLDMAN SACHS,20200.0,investment_banking,Yes,No
"Moulton, Seth",M001196,D,Massachusetts,house,45.7,43.0,54.4,40.5,75000.0,0,0,84684.0,3,55,55,1995.3,insurance,34.0,$1M-$5M,3000000,$1M-$5M,Yes,4000.0,46500.0,19000.0,5500.0,0,0,0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,20000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),8500.0,insurance,BAIN CAPITAL,29900.0,private_equity,FIDELITY INVESTMENTS,20800.0,investment,No,No
"Bost, Mike",B001295,R,Illinois,house,35.2,88.1,0.0,0.0,174951.0,0,0,10496.0,0,131,8,2089.5,insurance,31.2,$1M-$5M,3000000,$1M-$5M,Yes,12500.0,47500.0,53951.0,10000.0,30000.0,0,8500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,53951.0,real_estate,MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC),30000.0,lending,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,15000.0,insurance,CHARLES SCHWAB CORPORATION,9900.0,investment,UNITED COMMUNITY BANK,250.0,banking,No,No
"Allen, Rick W.",A000372,R,Georgia,house,60.9,97.0,26.1,47.5,476008.0,380008,0,3300.0,45,55,1,2559.0,insurance,39.4,$1M-$5M,3000000,$1M-$5M,Yes,7000.0,35000.0,30500.0,23500.0,0,0,0,0,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),15000.0,insurance,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),13500.0,investment,LIBERTY MUTUAL INSURANCE COMPANY - PAC,10000.0,insurance,BLACKSTONE,3300.0,private_equity,,0,,No,No
"Loudermilk, Barry",L000583,R,Georgia,house,29.2,73.0,0.0,0.0,127600.0,0,0,6600.0,0,133,2,1923.0,banking,32.0,$1M-$5M,3000000,$1M-$5M,Yes,37000.0,15000.0,27600.0,0,10000.0,0,10000.0,0,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,15600.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,AMERICAN FINANCIAL SERVICES ASSOCIATION PAC,15000.0,financial_services,CAPITAL ONE,6600.0,payments,,0,,Yes,No
"Carter, Earl L. ""Buddy""",C001103,R,Georgia,house,77.2,97.4,86.7,40.7,493504.0,400004,0,3700.0,4,57,4,2867.2,insurance,45.1,$1M-$5M,3000000,$1M-$5M,Yes,8500.0,37500.0,27500.0,0,0,0,15000.0,0,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),15000.0,insurance,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",15000.0,credit_unions,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,NORTHWESTERN MUTUAL,2500.0,insurance,MORGAN STANLEY,500.0,investment_banking,No,No
"Torres, Norma J.",T000474,D,California,house,13.5,33.7,0.0,0.0,63500.0,0,0,8900.0,0,39,4,2044.4,real_estate,30.0,$1M-$5M,3000000,$1M-$5M,Yes,17500.0,4500.0,23000.0,0,3000.0,0,15500.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",13000.0,credit_unions,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),12500.0,banking,GOLDMAN SACHS,7900.0,investment_banking,MORGAN STANLEY,1000.0,investment_banking,No,No
"Westerman, Bruce",W000821,R,Arkansas,house,61.2,74.7,29.8,74.7,133041.0,41041,0,16550.0,208,48,15,2325.3,insurance,31.8,$1M-$5M,3000000,$1M-$5M,No,12000.0,32500.0,29000.0,13500.0,5000.0,0,0,0,GREEN DIAMOND RESOURCE COMPANY POLITICAL ACTION COMMITTEE,13500.0,investment,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),12000.0,banking,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,ARVEST BANK,6800.0,banking,MORGAN STANLEY,4000.0,investment_banking,No,No
"Hill, J. French",H001072,R,Arkansas,house,60.3,98.3,24.2,45.7,759514.0,562014,0,223450.0,34,453,140,1790.5,insurance,29.2,$10M-$25M,17500000,$5M-$25M,No,103500.0,19500.0,17000.0,20000.0,17500.0,0,0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),22500.0,banking,WELLS FARGO AND COMPANY EMPLOYEES GOOD GOVERNMENT FEDERAL FUND II,22000.0,banking,INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE (ICBA PAC),20000.0,banking,WELLS FARGO,29300.0,banking,BLACKSTONE,22300.0,private_equity,Yes,No
"Radewagen, Aumua Amata Coleman",R000600,R,American Samoa,house,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,0,$1M-$5M,3000000,$1M-$5M,Yes,0,0,0,0,0,0,0,0,,0,,,0,,,0,,,0,,,0,,No,No
"Palmer, Gary J.",P000609,R,Alabama,house,19.7,49.3,0.0,0.0,83500.0,0,0,3300.0,0,41,1,2763.3,real_estate,33.6,$1M-$5M,3000000,$1M-$5M,Yes,30000.0,15000.0,30000.0,0,0,0,3500.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,15000.0,banking,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,REGIONS BANK,3300.0,banking,,0,,No,No
"Norcross, Donald",N000188,D,New Jersey,house,68.9,82.1,80.0,40.2,149001.0,15001,0,36100.0,1,124,16,2902.8,insurance,49.5,$1M-$5M,3000000,$1M-$5M,Yes,0,72500.0,37500.0,12500.0,0,0,11500.0,0,PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC),20000.0,insurance,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,15000.0,insurance,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),13500.0,insurance,BLACKSTONE,10100.0,private_equity,APOLLO MANAGEMENT,9900.0,private_equity,No,No
"Adams, Alma S.",A000370,D,North Carolina,house,20.6,51.6,0.0,0.0,86000.0,0,0,5610.0,0,81,8,2174.5,banking,36.9,$1M-$5M,3000000,$1M-$5M,Yes,35000.0,10000.0,17000.0,16500.0,0,7500.0,0,0,TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA PAC (TIAA PAC),10000.0,investment,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),10000.0,real_estate,"TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS, INC. POLITICAL ACTION COMMITTEE)",10000.0,banking,WELLS FARGO,4100.0,banking,BANK OF AMERICA,660.0,banking,No,No
"Clark, Katherine M.",C001101,D,Massachusetts,house,72.3,89.9,80.2,40.8,183500.0,0,0,137840.0,5,253,117,2009.3,insurance,37.4,$1M-$5M,3000000,$1M-$5M,Yes,20000.0,91000.0,20000.0,15000.0,20000.0,0,0,0,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,20000.0,insurance,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),20000.0,insurance,MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC),20000.0,lending,CAPITAL GROUP,27500.0,investment,LIBERTY MUTUAL INSURANCE,20850.0,insurance,No,No
"Smith, Jason",S001195,R,Missouri,house,36.1,90.3,0.0,0.0,187500.0,0,0,262761.0,0,291,97,1998.2,insurance,37.3,$1M-$5M,3000000,$1M-$5M,Yes,73000.0,40000.0,0,19000.0,20000.0,0,20000.0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,20000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),20000.0,banking,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,20000.0,banking,BLACKSTONE,74750.0,private_equity,KKR,66100.0,private_equity,No,No
"Barr, Andy",B001282,R,Kentucky,house,36.8,92.0,0.0,0.0,205000.0,0,0,186057.0,0,434,102,1689.8,insurance,27.3,$1M-$5M,3000000,$1M-$5M,Yes,85000.0,60000.0,0,0,0,0,0,0,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",25000.0,investment_banking,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,20000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),20000.0,banking,WELLS FARGO,26866.0,banking,BLACKSTONE,25735.0,private_equity,Yes,No
"Clarke, Yvette D.",C001067,D,New York,house,17.7,44.3,0.0,0.0,76000.0,0,0,11850.0,0,43,8,2102.3,insurance,35.8,$1M-$5M,3000000,$1M-$5M,Yes,7500.0,31500.0,18000.0,7500.0,0,2500.0,9000.0,0,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,12500.0,insurance,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),10500.0,insurance,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),10000.0,real_estate,BAIN CAPITAL,6600.0,private_equity,WELLS FARGO,3500.0,banking,No,No
"Tonko, Paul",T000469,D,New York,house,14.1,35.2,0.0,0.0,65500.0,0,0,850.0,0,36,4,3469.3,real_estate,49.9,$1M-$5M,3000000,$1M-$5M,Yes,0,17000.0,36000.0,10000.0,0,2500.0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12500.0,real_estate,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),12500.0,real_estate,TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA PAC (TIAA PAC),10000.0,investment,HINMAN STRAUB,500.0,investment,BERKSHIRE HATHAWAY,250.0,insurance,No,No
"Kelly, Robin L.",K000385,D,Illinois,house,26.2,65.5,0.0,0.0,110000.0,0,0,1259.0,0,80,3,1941.6,insurance,33.1,$1M-$5M,3000000,$1M-$5M,Yes,0,29000.0,28000.0,0,0,9500.0,10000.0,0,BMO FINANCIAL CORP GOOD GOVERNANCE FUND: FEDERAL (BMO PAC),15000.0,financial_services,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,ALLSTATE INSURANCE COMPANY PAC,13500.0,insurance,STATE FARM,759.0,insurance,JP MORGAN CHASE,500.0,banking,No,No
"Meeks, Gregory W.",M001137,D,New York,house,34.0,84.9,0.0,0.0,157500.0,0,0,92350.0,0,325,41,1614.6,insurance,29.2,$1M-$5M,3000000,$1M-$5M,Yes,30000.0,32500.0,30000.0,20000.0,0,15000.0,0,15000.0,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,20000.0,investment,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,16500.0,insurance,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,16000.0,insurance,METLIFE,41050.0,insurance,GOLDMAN SACHS,7100.0,investment_banking,Yes,No
"VelÃ¡zquez, Nydia M.",V000081,D,New York,house,12.4,30.9,0.0,0.0,59000.0,0,0,0,0,30,0,2208.9,real_estate,38.5,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,7500.0,25500.0,7500.0,6000.0,0,7500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),10000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",7500.0,credit_unions,,0,,,0,,Yes,No
"Turner, Michael R.",T000463,R,Ohio,house,11.8,29.6,0.0,0.0,56000.0,0,0,22450.0,0,23,13,2310.4,banking,32.1,$1M-$5M,3000000,$1M-$5M,Yes,19500.0,17000.0,18000.0,0,0,0,1500.0,0,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),15000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),12500.0,banking,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,GOLDMAN SACHS,6850.0,investment_banking,BLACKSTONE,6600.0,private_equity,No,No
